Geo_FIPS,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Percentage of below 18,Percentage of above 65,Percentage of non white pop,Percentage of less than HS,Percentage of unemployment,MHI,Population Density (Per Sq. Mile)
06037217200,Census Tract 2172,"Census Tract 2172, Los Angeles County, California",06,037,217200,,14000US06037217200,0.17,0.1,0.63,0.23,0.03,69817,11711.89
06037218110,Census Tract 2181.10,"Census Tract 2181.10, Los Angeles County, California",06,037,218110,,14000US06037218110,0.21,0.14,0.68,0.26,0.04,44009,13823.92
06037218120,Census Tract 2181.20,"Census Tract 2181.20, Los Angeles County, California",06,037,218120,,14000US06037218120,0.26,0.09,0.68,0.42,0.02,36488,26981.28
06037218210,Census Tract 2182.10,"Census Tract 2182.10, Los Angeles County, California",06,037,218210,,14000US06037218210,0.2,0.09,0.57,0.45,0.05,35436,24807.77
06037218220,Census Tract 2182.20,"Census Tract 2182.20, Los Angeles County, California",06,037,218220,,14000US06037218220,0.15,0.13,0.49,0.27,0.04,49632,14856
06037218300,Census Tract 2183,"Census Tract 2183, Los Angeles County, California",06,037,218300,,14000US06037218300,0.21,0.11,0.63,0.25,0.05,53621,15370.43
06037218400,Census Tract 2184,"Census Tract 2184, Los Angeles County, California",06,037,218400,,14000US06037218400,0.26,0.08,0.46,0.27,0.03,64018,18683.43
06037218500,Census Tract 2185,"Census Tract 2185, Los Angeles County, California",06,037,218500,,14000US06037218500,0.18,0.13,0.49,0.28,0.04,44872,13072.32
06037218600,Census Tract 2186,"Census Tract 2186, Los Angeles County, California",06,037,218600,,14000US06037218600,0.18,0.11,0.58,0.26,0.05,51604,18933.51
06037218701,Census Tract 2187.01,"Census Tract 2187.01, Los Angeles County, California",06,037,218701,,14000US06037218701,0.19,0.13,0.73,0.17,0.09,49316,10945.71
06037218702,Census Tract 2187.02,"Census Tract 2187.02, Los Angeles County, California",06,037,218702,,14000US06037218702,0.21,0.14,0.68,0.26,0.1,38827,14805.24
06037218800,Census Tract 2188,"Census Tract 2188, Los Angeles County, California",06,037,218800,,14000US06037218800,0.19,0.13,0.75,0.24,0.04,46140,17315.08
06037218900,Census Tract 2189,"Census Tract 2189, Los Angeles County, California",06,037,218900,,14000US06037218900,0.21,0.07,0.77,0.25,0.04,41019,22641.13
06037219010,Census Tract 2190.10,"Census Tract 2190.10, Los Angeles County, California",06,037,219010,,14000US06037219010,0.22,0.1,0.74,0.32,0.03,54708,17783.3
06037219020,Census Tract 2190.20,"Census Tract 2190.20, Los Angeles County, California",06,037,219020,,14000US06037219020,0.27,0.13,0.73,0.29,0.12,59180,19290.49
06037219300,Census Tract 2193,"Census Tract 2193, Los Angeles County, California",06,037,219300,,14000US06037219300,0.25,0.11,0.69,0.17,0.11,43103,16843.78
06037219500,Census Tract 2195,"Census Tract 2195, Los Angeles County, California",06,037,219500,,14000US06037219500,0.19,0.2,0.72,0.08,0.1,77147,9680.166
06037219700,Census Tract 2197,"Census Tract 2197, Los Angeles County, California",06,037,219700,,14000US06037219700,0.23,0.11,0.59,0.31,0.05,50220,10684.86
06037219800,Census Tract 2198,"Census Tract 2198, Los Angeles County, California",06,037,219800,,14000US06037219800,0.19,0.1,0.45,0.4,0.04,43214,16609.26
06037219901,Census Tract 2199.01,"Census Tract 2199.01, Los Angeles County, California",06,037,219901,,14000US06037219901,0.24,0.08,0.38,0.46,0.06,39006,20477.49
06037219902,Census Tract 2199.02,"Census Tract 2199.02, Los Angeles County, California",06,037,219902,,14000US06037219902,0.19,0.1,0.52,0.32,0.06,49531,12360.16
06037220000,Census Tract 2200,"Census Tract 2200, Los Angeles County, California",06,037,220000,,14000US06037220000,0.17,0.23,0.67,0.21,0.02,42500,12555.65
06037220100,Census Tract 2201,"Census Tract 2201, Los Angeles County, California",06,037,220100,,14000US06037220100,0.12,0.27,0.76,0.26,0.02,40091,6384.034
06037221110,Census Tract 2211.10,"Census Tract 2211.10, Los Angeles County, California",06,037,221110,,14000US06037221110,0.26,0.1,0.47,0.57,0.1,34868,40967.88
06037221120,Census Tract 2211.20,"Census Tract 2211.20, Los Angeles County, California",06,037,221120,,14000US06037221120,0.26,0.09,0.56,0.51,0.06,38060,26079.1
06037221210,Census Tract 2212.10,"Census Tract 2212.10, Los Angeles County, California",06,037,221210,,14000US06037221210,0.2,0.14,0.63,0.41,0.05,50035,22846.97
06037221220,Census Tract 2212.20,"Census Tract 2212.20, Los Angeles County, California",06,037,221220,,14000US06037221220,0.21,0.1,0.74,0.47,0.06,43611,13260.26
06037221302,Census Tract 2213.02,"Census Tract 2213.02, Los Angeles County, California",06,037,221302,,14000US06037221302,0.19,0.1,0.61,0.37,0.04,37500,24507.5
06037221303,Census Tract 2213.03,"Census Tract 2213.03, Los Angeles County, California",06,037,221303,,14000US06037221303,0.22,0.09,0.67,0.43,0.08,39244,31061.97
06037221304,Census Tract 2213.04,"Census Tract 2213.04, Los Angeles County, California",06,037,221304,,14000US06037221304,0.23,0.12,0.9,0.37,0.04,43125,41667.57
06037221401,Census Tract 2214.01,"Census Tract 2214.01, Los Angeles County, California",06,037,221401,,14000US06037221401,0.2,0.22,0.73,0.27,0.05,24904,17326.73
06037221402,Census Tract 2214.02,"Census Tract 2214.02, Los Angeles County, California",06,037,221402,,14000US06037221402,0.19,0.2,0.72,0.22,0.11,37976,13871.64
06037221500,Census Tract 2215,"Census Tract 2215, Los Angeles County, California",06,037,221500,,14000US06037221500,0.26,0.11,0.71,0.42,0.12,29420,26360.98
06037221601,Census Tract 2216.01,"Census Tract 2216.01, Los Angeles County, California",06,037,221601,,14000US06037221601,0.2,0.1,0.65,0.36,0.11,45288,21992.96
06037221602,Census Tract 2216.02,"Census Tract 2216.02, Los Angeles County, California",06,037,221602,,14000US06037221602,0.27,0.1,0.67,0.44,0.06,36008,15011.01
06037221710,Census Tract 2217.10,"Census Tract 2217.10, Los Angeles County, California",06,037,221710,,14000US06037221710,0.11,0.16,0.74,0.36,0.05,39212,22371.39
06037221810,Census Tract 2218.10,"Census Tract 2218.10, Los Angeles County, California",06,037,221810,,14000US06037221810,0.15,0.07,0.71,0.39,0.16,25357,24611.76
06037221820,Census Tract 2218.20,"Census Tract 2218.20, Los Angeles County, California",06,037,221820,,14000US06037221820,0.03,0.03,0.53,0.08,0.32,12235,29962.07
06037221900,Census Tract 2219,"Census Tract 2219, Los Angeles County, California",06,037,221900,,14000US06037221900,0.07,0.06,0.59,0.28,0.16,17237,26851.83
06037222001,Census Tract 2220.01,"Census Tract 2220.01, Los Angeles County, California",06,037,222001,,14000US06037222001,0.2,0.11,0.66,0.29,0.08,71000,17157.45
06037222002,Census Tract 2220.02,"Census Tract 2220.02, Los Angeles County, California",06,037,222002,,14000US06037222002,0.27,0.08,0.71,0.4,0.1,48641,20709.63
06037222100,Census Tract 2221,"Census Tract 2221, Los Angeles County, California",06,037,222100,,14000US06037222100,0.2,0.09,0.72,0.32,0.08,53864,23421.16
06037222200,Census Tract 2222,"Census Tract 2222, Los Angeles County, California",06,037,222200,,14000US06037222200,0.26,0.08,0.64,0.38,0.09,40227,21585.56
06037222500,Census Tract 2225,"Census Tract 2225, Los Angeles County, California",06,037,222500,,14000US06037222500,0.25,0.09,0.72,0.38,0.04,56548,20324.06
06037222600,Census Tract 2226,"Census Tract 2226, Los Angeles County, California",06,037,222600,,14000US06037222600,0.12,0.09,0.74,0.29,0.12,28581,22044.8
06037222700,Census Tract 2227,"Census Tract 2227, Los Angeles County, California",06,037,222700,,14000US06037222700,0.03,0,0.5,0,0.3,9632,12899.23
06037224010,Census Tract 2240.10,"Census Tract 2240.10, Los Angeles County, California",06,037,224010,,14000US06037224010,0.16,0.11,0.57,0.3,0.04,28082,8873.475
06037224020,Census Tract 2240.20,"Census Tract 2240.20, Los Angeles County, California",06,037,224020,,14000US06037224020,0.25,0.03,0.51,0.47,0.03,27332,5743.923
06037224200,Census Tract 2242,"Census Tract 2242, Los Angeles County, California",06,037,224200,,14000US06037224200,0.23,0.06,0.51,0.49,0.06,31996,17986.61
06037224310,Census Tract 2243.10,"Census Tract 2243.10, Los Angeles County, California",06,037,224310,,14000US06037224310,0.28,0.08,0.32,0.41,0.04,36932,34697.06
06037224320,Census Tract 2243.20,"Census Tract 2243.20, Los Angeles County, California",06,037,224320,,14000US06037224320,0.23,0.14,0.61,0.52,0.07,28616,26472.62
06037224410,Census Tract 2244.10,"Census Tract 2244.10, Los Angeles County, California",06,037,224410,,14000US06037224410,0.15,0.14,0.55,0.38,0.06,26773,18250.94
06037224420,Census Tract 2244.20,"Census Tract 2244.20, Los Angeles County, California",06,037,224420,,14000US06037224420,0.23,0.08,0.49,0.49,0.09,24878,19042.06
06037224600,Census Tract 2246,"Census Tract 2246, Los Angeles County, California",06,037,224600,,14000US06037224600,0.26,0.11,0.71,0.59,0.06,46162,12194.73
06037224700,Census Tract 2247,"Census Tract 2247, Los Angeles County, California",06,037,224700,,14000US06037224700,0.01,0,0.52,0.07,0.21,11576,25410.29
06037226001,Census Tract 2260.01,"Census Tract 2260.01, Los Angeles County, California",06,037,226001,,14000US06037226001,0.34,0.05,0.71,0.45,0.1,34808,6545.278
06037226002,Census Tract 2260.02,"Census Tract 2260.02, Los Angeles County, California",06,037,226002,,14000US06037226002,0.12,0.06,0.58,0.26,0.09,37643,1835.337
06037226410,Census Tract 2264.10,"Census Tract 2264.10, Los Angeles County, California",06,037,226410,,14000US06037226410,0.27,0.08,0.54,0.68,0.07,40147,33603.11
06037226420,Census Tract 2264.20,"Census Tract 2264.20, Los Angeles County, California",06,037,226420,,14000US06037226420,0.27,0.07,0.6,0.59,0.09,44209,33553.25
06037226700,Census Tract 2267,"Census Tract 2267, Los Angeles County, California",06,037,226700,,14000US06037226700,0.31,0.04,0.51,0.56,0.1,40140,25349.71
06037227010,Census Tract 2270.10,"Census Tract 2270.10, Los Angeles County, California",06,037,227010,,14000US06037227010,0.38,0.06,0.48,0.63,0.08,48200,25510.93
06037227020,Census Tract 2270.20,"Census Tract 2270.20, Los Angeles County, California",06,037,227020,,14000US06037227020,0.28,0.07,0.52,0.63,0.09,47361,21320.43
06037228100,Census Tract 2281,"Census Tract 2281, Los Angeles County, California",06,037,228100,,14000US06037228100,0.35,0.06,0.45,0.56,0.08,47444,14210.61
06037228210,Census Tract 2282.10,"Census Tract 2282.10, Los Angeles County, California",06,037,228210,,14000US06037228210,0.32,0.11,0.51,0.56,0.11,35969,26672.91
06037228220,Census Tract 2282.20,"Census Tract 2282.20, Los Angeles County, California",06,037,228220,,14000US06037228220,0.31,0.07,0.56,0.55,0.09,43482,30941.46
06037228310,Census Tract 2283.10,"Census Tract 2283.10, Los Angeles County, California",06,037,228310,,14000US06037228310,0.32,0.06,0.56,0.63,0.06,44375,21442.63
06037228320,Census Tract 2283.20,"Census Tract 2283.20, Los Angeles County, California",06,037,228320,,14000US06037228320,0.33,0.07,0.49,0.66,0.06,43272,23990.98
06037228410,Census Tract 2284.10,"Census Tract 2284.10, Los Angeles County, California",06,037,228410,,14000US06037228410,0.28,0.06,0.45,0.53,0.09,41012,33573.83
06037228420,Census Tract 2284.20,"Census Tract 2284.20, Los Angeles County, California",06,037,228420,,14000US06037228420,0.38,0.04,0.58,0.59,0.1,38094,30849.2
06037228500,Census Tract 2285,"Census Tract 2285, Los Angeles County, California",06,037,228500,,14000US06037228500,0.29,0.07,0.67,0.52,0.08,33125,28092.59
06037228600,Census Tract 2286,"Census Tract 2286, Los Angeles County, California",06,037,228600,,14000US06037228600,0.31,0.05,0.71,0.61,0.11,48393,26054.06
06037228710,Census Tract 2287.10,"Census Tract 2287.10, Los Angeles County, California",06,037,228710,,14000US06037228710,0.34,0.07,0.5,0.6,0.06,31849,25478.29
06037228720,Census Tract 2287.20,"Census Tract 2287.20, Los Angeles County, California",06,037,228720,,14000US06037228720,0.34,0.07,0.46,0.58,0.1,38933,30920.77
06037228800,Census Tract 2288,"Census Tract 2288, Los Angeles County, California",06,037,228800,,14000US06037228800,0.34,0.07,0.51,0.55,0.07,41250,16417.37
06037228900,Census Tract 2289,"Census Tract 2289, Los Angeles County, California",06,037,228900,,14000US06037228900,0.37,0.05,0.55,0.62,0.17,23750,14660.21
06037229100,Census Tract 2291,"Census Tract 2291, Los Angeles County, California",06,037,229100,,14000US06037229100,0.32,0.05,0.52,0.58,0.06,46678,28056.22
06037229200,Census Tract 2292,"Census Tract 2292, Los Angeles County, California",06,037,229200,,14000US06037229200,0.25,0.08,0.65,0.53,0.08,41250,29475.4
06037229300,Census Tract 2293,"Census Tract 2293, Los Angeles County, California",06,037,229300,,14000US06037229300,0.34,0.04,0.6,0.6,0.08,37468,29461.27
06037229410,Census Tract 2294.10,"Census Tract 2294.10, Los Angeles County, California",06,037,229410,,14000US06037229410,0.35,0.05,0.37,0.58,0.04,34403,17652.52
06037229420,Census Tract 2294.20,"Census Tract 2294.20, Los Angeles County, California",06,037,229420,,14000US06037229420,0.34,0.05,0.55,0.53,0.05,42250,21100.07
06037231100,Census Tract 2311,"Census Tract 2311, Los Angeles County, California",06,037,231100,,14000US06037231100,0.24,0.08,0.52,0.46,0.13,31494,10063.8
06037231210,Census Tract 2312.10,"Census Tract 2312.10, Los Angeles County, California",06,037,231210,,14000US06037231210,0.27,0.09,0.6,0.48,0.09,32258,32629.16
06037231220,Census Tract 2312.20,"Census Tract 2312.20, Los Angeles County, California",06,037,231220,,14000US06037231220,0.31,0.1,0.66,0.49,0.09,29741,12485.98
06037231300,Census Tract 2313,"Census Tract 2313, Los Angeles County, California",06,037,231300,,14000US06037231300,0.19,0.09,0.68,0.41,0.04,49803,22667.5
06037231400,Census Tract 2314,"Census Tract 2314, Los Angeles County, California",06,037,231400,,14000US06037231400,0.22,0.11,0.73,0.35,0.04,41774,19788.73
06037231500,Census Tract 2315,"Census Tract 2315, Los Angeles County, California",06,037,231500,,14000US06037231500,0.23,0.13,0.7,0.29,0.03,48912,15203.95
06037231600,Census Tract 2316,"Census Tract 2316, Los Angeles County, California",06,037,231600,,14000US06037231600,0.23,0.12,0.67,0.37,0.08,45123,20130.36
06037231710,Census Tract 2317.10,"Census Tract 2317.10, Los Angeles County, California",06,037,231710,,14000US06037231710,0.28,0.06,0.46,0.55,0.09,26444,33316.24
06037231720,Census Tract 2317.20,"Census Tract 2317.20, Los Angeles County, California",06,037,231720,,14000US06037231720,0.24,0.11,0.55,0.51,0.1,36528,27060.45
06037231800,Census Tract 2318,"Census Tract 2318, Los Angeles County, California",06,037,231800,,14000US06037231800,0.33,0.04,0.52,0.63,0.05,36765,27061.91
06037231900,Census Tract 2319,"Census Tract 2319, Los Angeles County, California",06,037,231900,,14000US06037231900,0.3,0.07,0.57,0.53,0.05,33958,28056.18
06037232110,Census Tract 2321.10,"Census Tract 2321.10, Los Angeles County, California",06,037,232110,,14000US06037232110,0.28,0.08,0.49,0.49,0.09,33203,20704.47
06037232120,Census Tract 2321.20,"Census Tract 2321.20, Los Angeles County, California",06,037,232120,,14000US06037232120,0.31,0.08,0.54,0.45,0.09,37555,27628.14
06037232200,Census Tract 2322,"Census Tract 2322, Los Angeles County, California",06,037,232200,,14000US06037232200,0.24,0.09,0.67,0.39,0.09,43911,17269.66
06037232300,Census Tract 2323,"Census Tract 2323, Los Angeles County, California",06,037,232300,,14000US06037232300,0.18,0.09,0.63,0.42,0.06,58576,24739.87
06037232400,Census Tract 2324,"Census Tract 2324, Los Angeles County, California",06,037,232400,,14000US06037232400,0.22,0.11,0.76,0.34,0.03,46883,17130.08
06037232500,Census Tract 2325,"Census Tract 2325, Los Angeles County, California",06,037,232500,,14000US06037232500,0.24,0.12,0.71,0.41,0.05,55841,16666.26
06037232600,Census Tract 2326,"Census Tract 2326, Los Angeles County, California",06,037,232600,,14000US06037232600,0.28,0.09,0.67,0.39,0.05,42734,22253
06037232700,Census Tract 2327,"Census Tract 2327, Los Angeles County, California",06,037,232700,,14000US06037232700,0.3,0.08,0.57,0.46,0.05,38341,23264.46
06037232800,Census Tract 2328,"Census Tract 2328, Los Angeles County, California",06,037,232800,,14000US06037232800,0.32,0.06,0.49,0.48,0.08,33438,27250.96
06037234000,Census Tract 2340,"Census Tract 2340, Los Angeles County, California",06,037,234000,,14000US06037234000,0.2,0.19,0.77,0.17,0.03,54722,11297.34
06037234200,Census Tract 2342,"Census Tract 2342, Los Angeles County, California",06,037,234200,,14000US06037234200,0.16,0.23,0.83,0.05,0.05,76761,7110.726
06037234300,Census Tract 2343,"Census Tract 2343, Los Angeles County, California",06,037,234300,,14000US06037234300,0.12,0.14,0.91,0.09,0.11,45815,11323.71
06037234501,Census Tract 2345.01,"Census Tract 2345.01, Los Angeles County, California",06,037,234501,,14000US06037234501,0.2,0.2,0.69,0.25,0.06,54622,9801.178
06037234502,Census Tract 2345.02,"Census Tract 2345.02, Los Angeles County, California",06,037,234502,,14000US06037234502,0.18,0.16,0.79,0.23,0.18,33500,14341.39
06037234600,Census Tract 2346,"Census Tract 2346, Los Angeles County, California",06,037,234600,,14000US06037234600,0.25,0.14,0.88,0.21,0.08,55887,9753.734
06037234700,Census Tract 2347,"Census Tract 2347, Los Angeles County, California",06,037,234700,,14000US06037234700,0.18,0.16,0.74,0.3,0.03,40375,12879.12
06037234800,Census Tract 2348,"Census Tract 2348, Los Angeles County, California",06,037,234800,,14000US06037234800,0.13,0.15,0.76,0.21,0.04,58736,13132.24
06037234901,Census Tract 2349.01,"Census Tract 2349.01, Los Angeles County, California",06,037,234901,,14000US06037234901,0.34,0.08,0.7,0.25,0.15,22693,26432.19
06037234902,Census Tract 2349.02,"Census Tract 2349.02, Los Angeles County, California",06,037,234902,,14000US06037234902,0.24,0.14,0.63,0.3,0.1,23981,23648.53
06037235100,Census Tract 2351,"Census Tract 2351, Los Angeles County, California",06,037,235100,,14000US06037235100,0.16,0.17,0.8,0.11,0.13,87246,9647.726
06037235201,Census Tract 2352.01,"Census Tract 2352.01, Los Angeles County, California",06,037,235201,,14000US06037235201,0.17,0.13,0.82,0.22,0.04,45341,10644.01
